Aug 27 11:00:39 Opening RF device...
Aug 27 11:00:39 Opening USRP channels=1, args: type=b200,master_clock_rate=23.04e6
Aug 27 11:00:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 3.9, 2021-08-27 11:00:39:172 
Aug 27 11:01:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 9.2, 2021-08-27 11:01:31:034 
Aug 27 11:01:32 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 8.1, 2021-08-27 11:01:32:055 
Aug 27 11:01:32 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 4.9, 2021-08-27 11:01:32:320 
Aug 27 11:01:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 5.8, 2021-08-27 11:01:32:589 
Aug 27 11:01:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.9, 2021-08-27 11:01:33:150 
Aug 27 11:01:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 9.0, 2021-08-27 11:01:34:175 
Aug 27 11:01:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 9.4, 2021-08-27 11:01:35:196 
Aug 27 11:01:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.3, 2021-08-27 11:01:35:461 
Aug 27 11:01:36 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 4.8, 2021-08-27 11:01:35:731 
Aug 27 11:01:37 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 9.1, 2021-08-27 11:01:36:867 
Aug 27 11:01:37 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 5.7, 2021-08-27 11:01:37:182 
Aug 27 11:01:38 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.9, 2021-08-27 11:01:37:842 
Aug 27 11:01:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.0, 2021-08-27 11:01:38:543 
Aug 27 11:01:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.8, 2021-08-27 11:01:39:023 
Aug 27 11:01:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.1, 2021-08-27 11:01:39:394 
Aug 27 11:01:40 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.9, 2021-08-27 11:01:39:954 
Aug 27 11:01:40 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.5, 2021-08-27 11:01:40:223 
Aug 27 11:01:41 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 5.6, 2021-08-27 11:01:40:854 
Aug 27 11:01:42 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 8.4, 2021-08-27 11:01:42:339 
Aug 27 11:01:43 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.2, 2021-08-27 11:01:42:714 
Aug 27 11:01:43 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.2, 2021-08-27 11:01:43:415 
Aug 27 11:01:44 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 9.1, 2021-08-27 11:01:44:460 
Aug 27 11:01:45 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 7.2, 2021-08-27 11:01:44:726 
Aug 27 11:01:45 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.7, 2021-08-27 11:01:45:056 
Aug 27 11:01:46 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.5, 2021-08-27 11:01:45:486 
Aug 27 11:01:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.8, 2021-08-27 11:01:46:901 
Aug 27 11:01:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 5.4, 2021-08-27 11:01:47:587 
Aug 27 11:01:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 9.3, 2021-08-27 11:01:48:652 
Aug 27 11:01:50 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.5, 2021-08-27 11:01:50:428 
Aug 27 11:01:51 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.2, 2021-08-27 11:01:50:759 
Aug 27 11:01:52 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.7, 2021-08-27 11:01:51:398 
Aug 27 11:01:53 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 9.0, 2021-08-27 11:01:52:874 
Aug 27 11:01:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 5.9, 2021-08-27 11:01:53:519 
Aug 27 11:01:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.2, 2021-08-27 11:01:54:060 
Aug 27 11:01:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 8.9, 2021-08-27 11:01:55:276 
Aug 27 11:01:56 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 7.4, 2021-08-27 11:01:56:396 
Aug 27 11:01:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.8, 2021-08-27 11:01:56:921 
Aug 27 11:01:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 5.8, 2021-08-27 11:01:57:435 
Aug 27 11:01:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.4,  PSR, 6.5, 2021-08-27 11:01:57:695 
Aug 27 11:01:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 8.1, 2021-08-27 11:01:58:686 
Aug 27 11:01:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.5, 2021-08-27 11:01:59:127 
Aug 27 11:02:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.4,  PSR, 5.3, 2021-08-27 11:01:59:739 
Aug 27 11:02:01 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.2, 2021-08-27 11:02:01:168 
Aug 27 11:02:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 8.0, 2021-08-27 11:02:03:016 
Aug 27 11:02:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 4.2, 2021-08-27 11:02:03:399 
Aug 27 11:02:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.5, 2021-08-27 11:02:03:793 
Aug 27 11:02:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 6.4, 2021-08-27 11:02:04:295 
Aug 27 11:02:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 7.8, 2021-08-27 11:02:04:611 
Aug 27 11:02:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.9, 2021-08-27 11:02:04:876 
Aug 27 11:02:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 5.6, 2021-08-27 11:02:05:508 
Aug 27 11:02:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 8.6, 2021-08-27 11:02:08:333 
Aug 27 11:02:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 7.7, 2021-08-27 11:02:08:703 
Aug 27 11:02:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.2, 2021-08-27 11:02:09:140 
Aug 27 11:02:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.3, 2021-08-27 11:02:09:527 
Aug 27 11:02:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 6.3, 2021-08-27 11:02:10:073 
Aug 27 11:02:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.2, 2021-08-27 11:02:10:659 
Aug 27 11:02:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 6.8, 2021-08-27 11:02:10:927 
Aug 27 11:02:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.3, 2021-08-27 11:02:11:285 
Aug 27 11:02:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.2, 2021-08-27 11:02:11:683 
Aug 27 11:02:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.2, 2021-08-27 11:02:12:149 
Aug 27 11:02:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -7.7,  PSR, 6.8, 2021-08-27 11:02:12:488 
Aug 27 11:02:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.3, 2021-08-27 11:02:12:906 
Aug 27 11:02:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 8.0, 2021-08-27 11:02:13:374 
Aug 27 11:02:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 6.6, 2021-08-27 11:02:13:791 
Aug 27 11:02:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.4, 2021-08-27 11:02:14:080 
Aug 27 11:02:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 8.0, 2021-08-27 11:02:14:419 
Aug 27 11:02:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 4.7, 2021-08-27 11:02:14:688 
Aug 27 11:02:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.9, 2021-08-27 11:02:15:395 
Aug 27 11:02:16 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 4.4, 2021-08-27 11:02:15:714 
Aug 27 11:02:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 8.8, 2021-08-27 11:02:16:814 
Aug 27 11:02:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.1, 2021-08-27 11:02:17:418 
Aug 27 11:02:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 5.9, 2021-08-27 11:02:17:747 
Aug 27 11:02:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 6.6, 2021-08-27 11:02:18:216 
Aug 27 11:02:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.1, 2021-08-27 11:02:18:625 
Aug 27 11:02:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 7.4, 2021-08-27 11:02:18:954 
Aug 27 11:02:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 6.9, 2021-08-27 11:02:19:223 
Aug 27 11:02:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.3, 2021-08-27 11:02:19:493 
Aug 27 11:02:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.8, 2021-08-27 11:02:19:822 
Aug 27 11:02:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 6.5, 2021-08-27 11:02:20:170 
Aug 27 11:02:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 7.1, 2021-08-27 11:02:20:440 
Aug 27 11:02:21 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.2, 2021-08-27 11:02:20:709 
Aug 27 11:02:21 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.8, 2021-08-27 11:02:21:120 
Aug 27 11:02:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 8.1, 2021-08-27 11:02:24:009 
Aug 27 11:02:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.4, 2021-08-27 11:02:24:463 
Aug 27 11:02:25 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 7.4, 2021-08-27 11:02:24:863 
Aug 27 11:02:25 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 8.1, 2021-08-27 11:02:25:252 
Aug 27 11:02:25 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 5.0, 2021-08-27 11:02:25:521 
Aug 27 11:02:26 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 8.2, 2021-08-27 11:02:26:545 
Aug 27 11:02:27 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 5.3, 2021-08-27 11:02:26:979 
Aug 27 11:02:27 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 6.1, 2021-08-27 11:02:27:388 
Aug 27 11:02:28 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 4.6, 2021-08-27 11:02:27:888 
Aug 27 11:02:28 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 5.4, 2021-08-27 11:02:28:158 
Aug 27 11:02:29 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 9.1, 2021-08-27 11:02:29:562 
Aug 27 11:02:30 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 9.4, 2021-08-27 11:02:30:662 
Aug 27 11:02:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 6.5, 2021-08-27 11:02:30:927 
Aug 27 11:02:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 7.1, 2021-08-27 11:02:31:267 
Aug 27 11:02:32 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 5.5, 2021-08-27 11:02:31:779 
Aug 27 11:02:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.1, 2021-08-27 11:02:32:804 
Aug 27 11:02:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.2, 2021-08-27 11:02:33:070 
Aug 27 11:02:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 5.9, 2021-08-27 11:02:33:790 
Aug 27 11:02:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.0,  PSR, 7.4, 2021-08-27 11:02:34:130 
Aug 27 11:02:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.0, 2021-08-27 11:02:35:316 
Aug 27 11:02:37 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 9.4, 2021-08-27 11:02:36:717 
Aug 27 11:02:37 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 6.5, 2021-08-27 11:02:37:032 
Aug 27 11:02:38 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 8.2, 2021-08-27 11:02:38:538 
Aug 27 11:02:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 6.4, 2021-08-27 11:02:38:803 
Aug 27 11:02:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 5.5, 2021-08-27 11:02:39:273 
Aug 27 11:02:40 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.3, 2021-08-27 11:02:39:913 
Aug 27 11:02:41 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 5.4, 2021-08-27 11:02:40:543 
Aug 27 11:02:41 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.5,  PSR, 6.9, 2021-08-27 11:02:41:164 
Aug 27 11:02:42 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 8.9, 2021-08-27 11:02:42:249 
Aug 27 11:02:43 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 9.9, 2021-08-27 11:02:43:270 
Aug 27 11:02:43 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 7.1, 2021-08-27 11:02:43:625 
Aug 27 11:02:44 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 5.7, 2021-08-27 11:02:43:935 
Aug 27 11:02:44 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.4, 2021-08-27 11:02:44:204 
Aug 27 11:02:45 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 5.5, 2021-08-27 11:02:44:586 
Aug 27 11:02:45 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.4, 2021-08-27 11:02:45:325 
Aug 27 11:02:46 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.2, 2021-08-27 11:02:45:855 
Aug 27 11:02:46 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.6, 2021-08-27 11:02:46:475 
Aug 27 11:02:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.1, 2021-08-27 11:02:46:895 
Aug 27 11:02:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 5.8, 2021-08-27 11:02:47:455 
Aug 27 11:02:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 7.2, 2021-08-27 11:02:48:025 
Aug 27 11:02:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 5.5, 2021-08-27 11:02:48:386 
Aug 27 11:02:49 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.5, 2021-08-27 11:02:48:716 
Aug 27 11:02:49 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.5, 2021-08-27 11:02:49:096 
Aug 27 11:02:50 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 9.2, 2021-08-27 11:02:50:190 
Aug 27 11:02:52 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 9.1, 2021-08-27 11:02:51:661 
Aug 27 11:02:53 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 9.2, 2021-08-27 11:02:52:831 
Aug 27 11:02:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 9.2, 2021-08-27 11:02:54:041 
Aug 27 11:02:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 5.2, 2021-08-27 11:02:54:625 
Aug 27 11:02:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 5.5, 2021-08-27 11:02:54:896 
Aug 27 11:02:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 6.6, 2021-08-27 11:02:55:166 
Aug 27 11:02:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.4, 2021-08-27 11:02:55:505 
Aug 27 11:02:56 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 6.2, 2021-08-27 11:02:55:776 
Aug 27 11:02:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 8.1, 2021-08-27 11:02:56:850 
Aug 27 11:02:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.1, 2021-08-27 11:02:57:425 
Aug 27 11:02:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 5.5, 2021-08-27 11:02:57:706 
Aug 27 11:02:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 8.1, 2021-08-27 11:02:58:730 
