Aug 27 11:22:38 Opening RF device...
Aug 27 11:22:38 Opening USRP channels=1, args: type=b200,master_clock_rate=23.04e6
Aug 27 11:22:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 8.0, 2021-08-27 11:22:38:907 
Aug 27 11:23:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.4,  PSR, 5.3, 2021-08-27 11:23:57:682 
Aug 27 11:23:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.0,  PSR, 4.8, 2021-08-27 11:23:58:216 
Aug 27 11:23:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -29.8,  PSR, 2.6, 2021-08-27 11:23:58:636 
Aug 27 11:23:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.6,  PSR, 4.7, 2021-08-27 11:23:58:874 
Aug 27 11:24:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.8,  PSR, 6.4, 2021-08-27 11:23:59:754 
Aug 27 11:24:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.0,  PSR, 2.2, 2021-08-27 11:24:00:024 
Aug 27 11:24:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -30.7,  PSR, 2.4, 2021-08-27 11:24:06:080 
Aug 27 11:24:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -30.8,  PSR, 2.9, 2021-08-27 11:24:06:474 
Aug 27 11:24:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -32.2,  PSR, 2.8, 2021-08-27 11:24:06:823 
Aug 27 11:24:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -35.5,  PSR, 2.1, 2021-08-27 11:24:08:648 
Aug 27 11:24:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -35.0,  PSR, 2.1, 2021-08-27 11:24:09:004 
Aug 27 11:24:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -35.2,  PSR, 2.7, 2021-08-27 11:24:10:366 
Aug 27 11:24:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -34.4,  PSR, 2.3, 2021-08-27 11:24:19:211 
Aug 27 11:24:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -35.9,  PSR, 2.0, 2021-08-27 11:24:19:474 
Aug 27 11:24:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -30.9,  PSR, 2.5, 2021-08-27 11:24:31:375 
Aug 27 11:24:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -32.9,  PSR, 2.0, 2021-08-27 11:24:34:819 
Aug 27 11:24:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -34.0,  PSR, 2.2, 2021-08-27 11:24:34:983 
Aug 27 11:24:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -33.4,  PSR, 2.2, 2021-08-27 11:24:35:462 
Aug 27 11:24:41 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -31.4,  PSR, 3.6, 2021-08-27 11:24:41:135 
Aug 27 11:24:42 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -29.5,  PSR, 2.0, 2021-08-27 11:24:41:493 
Aug 27 11:24:43 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 436, PRB, 6,  ports, 1, PSS power dBm, -35.3,  PSR, 2.3, 2021-08-27 11:24:42:614 
Aug 27 11:24:43 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -31.9,  PSR, 2.4, 2021-08-27 11:24:43:647 
Aug 27 11:24:44 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -33.2,  PSR, 2.3, 2021-08-27 11:24:43:913 
Aug 27 11:24:45 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -31.8,  PSR, 2.3, 2021-08-27 11:24:44:715 
Aug 27 11:24:45 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -36.0,  PSR, 2.2, 2021-08-27 11:24:45:414 
Aug 27 11:24:46 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -30.6,  PSR, 2.3, 2021-08-27 11:24:46:074 
Aug 27 11:24:46 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -27.5,  PSR, 2.4, 2021-08-27 11:24:46:232 
Aug 27 11:24:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -27.5,  PSR, 2.3, 2021-08-27 11:24:47:195 
Aug 27 11:24:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -32.8,  PSR, 2.6, 2021-08-27 11:24:47:362 
Aug 27 11:24:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -29.2,  PSR, 2.2, 2021-08-27 11:24:47:832 
Aug 27 11:24:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.5,  PSR, 9.3, 2021-08-27 11:24:58:697 
Aug 27 11:24:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.8,  PSR, 7.8, 2021-08-27 11:24:58:962 
Aug 27 11:24:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.3,  PSR, 5.0, 2021-08-27 11:24:59:232 
Aug 27 11:24:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.5,  PSR, 7.3, 2021-08-27 11:24:59:502 
Aug 27 11:25:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.2,  PSR, 5.5, 2021-08-27 11:24:59:772 
Aug 27 11:25:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.4,  PSR, 4.9, 2021-08-27 11:25:00:042 
Aug 27 11:25:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -25.1,  PSR, 2.6, 2021-08-27 11:25:00:312 
Aug 27 11:25:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -19.5,  PSR, 5.9, 2021-08-27 11:25:00:582 
Aug 27 11:25:01 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -24.3,  PSR, 3.6, 2021-08-27 11:25:01:103 
Aug 27 11:25:01 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.5,  PSR, 4.8, 2021-08-27 11:25:01:272 
Aug 27 11:25:01 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -23.5,  PSR, 3.8, 2021-08-27 11:25:01:795 
Aug 27 11:25:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.9,  PSR, 7.3, 2021-08-27 11:25:01:961 
Aug 27 11:25:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.6,  PSR, 5.0, 2021-08-27 11:25:02:232 
Aug 27 11:25:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.1,  PSR, 2.2, 2021-08-27 11:25:02:502 
Aug 27 11:25:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.8,  PSR, 5.8, 2021-08-27 11:25:02:762 
Aug 27 11:25:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.6,  PSR, 6.6, 2021-08-27 11:25:03:032 
Aug 27 11:25:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.3,  PSR, 7.7, 2021-08-27 11:25:03:302 
Aug 27 11:25:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -28.0,  PSR, 2.8, 2021-08-27 11:25:03:572 
Aug 27 11:25:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.7,  PSR, 8.0, 2021-08-27 11:25:03:831 
Aug 27 11:25:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -31.7,  PSR, 2.3, 2021-08-27 11:25:04:102 
Aug 27 11:25:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.1,  PSR, 4.7, 2021-08-27 11:25:04:361 
Aug 27 11:25:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -24.2,  PSR, 3.1, 2021-08-27 11:25:04:632 
Aug 27 11:25:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.0,  PSR, 5.7, 2021-08-27 11:25:04:902 
Aug 27 11:25:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -22.3,  PSR, 3.9, 2021-08-27 11:25:05:172 
Aug 27 11:25:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.4,  PSR, 6.7, 2021-08-27 11:25:05:442 
Aug 27 11:25:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.1,  PSR, 6.5, 2021-08-27 11:25:05:842 
Aug 27 11:25:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.6,  PSR, 3.4, 2021-08-27 11:25:06:112 
Aug 27 11:25:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.5,  PSR, 3.8, 2021-08-27 11:25:06:371 
Aug 27 11:25:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.9,  PSR, 5.6, 2021-08-27 11:25:06:642 
Aug 27 11:25:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -24.2,  PSR, 3.4, 2021-08-27 11:25:06:910 
Aug 27 11:25:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.1,  PSR, 6.6, 2021-08-27 11:25:07:182 
Aug 27 11:25:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.0,  PSR, 5.1, 2021-08-27 11:25:07:704 
Aug 27 11:25:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -34.1,  PSR, 2.4, 2021-08-27 11:25:07:871 
Aug 27 11:25:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.8,  PSR, 6.6, 2021-08-27 11:25:08:180 
Aug 27 11:25:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.8,  PSR, 7.1, 2021-08-27 11:25:08:481 
Aug 27 11:25:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -32.9,  PSR, 2.2, 2021-08-27 11:25:08:752 
Aug 27 11:25:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.3,  PSR, 7.4, 2021-08-27 11:25:09:011 
Aug 27 11:25:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.4,  PSR, 6.8, 2021-08-27 11:25:09:282 
Aug 27 11:25:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -35.5,  PSR, 2.1, 2021-08-27 11:25:09:551 
Aug 27 11:25:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.8,  PSR, 4.1, 2021-08-27 11:25:09:811 
Aug 27 11:25:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.1,  PSR, 2.9, 2021-08-27 11:25:10:686 
Aug 27 11:25:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.2,  PSR, 5.4, 2021-08-27 11:25:10:952 
Aug 27 11:25:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.2,  PSR, 8.4, 2021-08-27 11:25:11:222 
Aug 27 11:25:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.1,  PSR, 6.7, 2021-08-27 11:25:11:491 
Aug 27 11:25:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -19.7,  PSR, 3.3, 2021-08-27 11:25:11:762 
Aug 27 11:25:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -25.0,  PSR, 2.7, 2021-08-27 11:25:12:293 
Aug 27 11:25:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -24.8,  PSR, 3.3, 2021-08-27 11:25:12:501 
Aug 27 11:25:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -23.5,  PSR, 2.6, 2021-08-27 11:25:12:831 
Aug 27 11:25:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.6,  PSR, 3.9, 2021-08-27 11:25:13:091 
Aug 27 11:25:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.6,  PSR, 3.4, 2021-08-27 11:25:13:613 
Aug 27 11:25:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.8,  PSR, 6.8, 2021-08-27 11:25:13:781 
Aug 27 11:25:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.9,  PSR, 4.4, 2021-08-27 11:25:14:052 
Aug 27 11:25:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.4,  PSR, 6.6, 2021-08-27 11:25:14:321 
Aug 27 11:25:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.0,  PSR, 4.2, 2021-08-27 11:25:14:591 
Aug 27 11:25:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.4,  PSR, 5.4, 2021-08-27 11:25:14:861 
Aug 27 11:25:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.3,  PSR, 7.7, 2021-08-27 11:25:15:131 
Aug 27 11:25:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.3,  PSR, 7.2, 2021-08-27 11:25:15:400 
Aug 27 11:25:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.7,  PSR, 5.7, 2021-08-27 11:25:15:671 
Aug 27 11:25:16 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.0,  PSR, 6.3, 2021-08-27 11:25:15:941 
Aug 27 11:25:16 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.6,  PSR, 7.3, 2021-08-27 11:25:16:311 
Aug 27 11:25:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.2,  PSR, 5.9, 2021-08-27 11:25:16:721 
Aug 27 11:25:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.2,  PSR, 6.5, 2021-08-27 11:25:17:051 
Aug 27 11:25:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.0,  PSR, 6.6, 2021-08-27 11:25:17:321 
Aug 27 11:25:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -19.2,  PSR, 5.6, 2021-08-27 11:25:17:914 
Aug 27 11:25:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.2,  PSR, 5.2, 2021-08-27 11:25:18:111 
Aug 27 11:25:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.7,  PSR, 7.5, 2021-08-27 11:25:18:382 
Aug 27 11:25:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.5,  PSR, 5.4, 2021-08-27 11:25:18:651 
Aug 27 11:25:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.5,  PSR, 5.0, 2021-08-27 11:25:18:920 
Aug 27 11:25:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.1,  PSR, 6.4, 2021-08-27 11:25:19:191 
Aug 27 11:25:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.3,  PSR, 6.4, 2021-08-27 11:25:19:461 
Aug 27 11:25:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.2,  PSR, 6.4, 2021-08-27 11:25:19:731 
Aug 27 11:25:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.4,  PSR, 7.3, 2021-08-27 11:25:20:001 
Aug 27 11:25:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.0,  PSR, 7.4, 2021-08-27 11:25:20:271 
Aug 27 11:25:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.1,  PSR, 6.6, 2021-08-27 11:25:20:540 
Aug 27 11:25:21 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.5,  PSR, 5.9, 2021-08-27 11:25:20:811 
Aug 27 11:25:21 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.8,  PSR, 5.8, 2021-08-27 11:25:21:081 
Aug 27 11:25:21 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.8,  PSR, 5.8, 2021-08-27 11:25:21:350 
Aug 27 11:25:21 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.5,  PSR, 8.4, 2021-08-27 11:25:21:621 
Aug 27 11:25:22 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.0,  PSR, 7.7, 2021-08-27 11:25:21:890 
Aug 27 11:25:22 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.0,  PSR, 4.2, 2021-08-27 11:25:22:161 
Aug 27 11:25:22 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.9,  PSR, 5.4, 2021-08-27 11:25:22:430 
Aug 27 11:25:22 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.0,  PSR, 7.1, 2021-08-27 11:25:22:701 
Aug 27 11:25:23 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -23.1,  PSR, 2.9, 2021-08-27 11:25:22:971 
Aug 27 11:25:23 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.0,  PSR, 5.3, 2021-08-27 11:25:23:231 
Aug 27 11:25:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.0,  PSR, 5.9, 2021-08-27 11:25:23:501 
Aug 27 11:25:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -19.0,  PSR, 6.4, 2021-08-27 11:25:24:376 
Aug 27 11:25:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -19.1,  PSR, 8.2, 2021-08-27 11:25:24:640 
Aug 27 11:25:25 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -20.4,  PSR, 6.7, 2021-08-27 11:25:24:919 
Aug 27 11:25:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -22.9,  PSR, 6.5, 2021-08-27 11:25:30:588 
Aug 27 11:25:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.6,  PSR, 6.4, 2021-08-27 11:25:31:461 
Aug 27 11:25:31 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.3,  PSR, 7.2, 2021-08-27 11:25:31:730 
Aug 27 11:25:32 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.4,  PSR, 6.9, 2021-08-27 11:25:32:000 
Aug 27 11:25:32 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -11.7,  PSR, 5.4, 2021-08-27 11:25:32:271 
Aug 27 11:25:32 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.6,  PSR, 7.1, 2021-08-27 11:25:32:540 
Aug 27 11:25:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -22.0,  PSR, 2.8, 2021-08-27 11:25:32:811 
Aug 27 11:25:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.6,  PSR, 4.0, 2021-08-27 11:25:33:091 
Aug 27 11:25:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.5,  PSR, 6.6, 2021-08-27 11:25:33:371 
Aug 27 11:25:33 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -22.6,  PSR, 3.6, 2021-08-27 11:25:33:640 
Aug 27 11:25:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -16.7,  PSR, 5.1, 2021-08-27 11:25:33:909 
Aug 27 11:25:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -11.6,  PSR, 6.0, 2021-08-27 11:25:34:181 
Aug 27 11:25:34 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.8,  PSR, 2.5, 2021-08-27 11:25:34:450 
Aug 27 11:25:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -18.3,  PSR, 6.0, 2021-08-27 11:25:34:711 
Aug 27 11:25:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -13.4,  PSR, 5.9, 2021-08-27 11:25:35:010 
Aug 27 11:25:35 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.1,  PSR, 6.5, 2021-08-27 11:25:35:360 
Aug 27 11:25:36 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -14.4,  PSR, 7.3, 2021-08-27 11:25:35:709 
Aug 27 11:25:36 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -15.9,  PSR, 4.2, 2021-08-27 11:25:36:050 
Aug 27 11:25:36 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -21.9,  PSR, 5.5, 2021-08-27 11:25:36:330 
Aug 27 11:25:37 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -17.4,  PSR, 8.6, 2021-08-27 11:25:36:852 
